4024
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdrjbd|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
thndrx2|tmnt.c
6
073-c01.4f|0x0000|0x10000|0x44ebe83c
073-c06.16k|0x000000|0x080000|0x24e22b42  /* tiles */
073-c05.12k|0x080000|0x080000|0x952a935f
073-c07.7k|0x000000|0x080000|0x14e93f38  /* sprites */
073-c08.3k|0x080000|0x080000|0x09fab3ab
073-b04.2d|0x0000|0x80000|0x05287a0b
thndrx2a|tmnt.c
6
073-c01.4f|0x0000|0x10000|0x44ebe83c
073-c06.16k|0x000000|0x080000|0x24e22b42  /* tiles */
073-c05.12k|0x080000|0x080000|0x952a935f
073-c07.7k|0x000000|0x080000|0x14e93f38  /* sprites */
073-c08.3k|0x080000|0x080000|0x09fab3ab
073-b04.2d|0x0000|0x80000|0x05287a0b
prmrsocr|tmnt.c
9
101_c05.5e|0x00000|0x20000|0x02c3679f
101a12.12l|0x000000|0x040000|0x33530d7f  /* tiles */
101a11.12k|0x040000|0x040000|0x7f773271
101a09.3l|0x000000|0x200000|0xb6a1b424  /* sprites */
101a10.8l|0x200000|0x200000|0xbbd58adc
101a03.18f|0x000000|0x080000|0x59a1a91c
101a01.18d|0x000000|0x020000|0x716f910f
101a02.16d|0x020000|0x020000|0x222869c7
101a06.1d|0x0000|0x200000|0x4f48e043
plumppop|tnzs.c
13
a98-09.bin|0x00000|0x08000|0x107f9e06
a98-10.bin|0x20000|0x10000|0xdf6e6af2  /* banked at 8000-bfff */
a98-11.bin|0x00000|0x08000|0xbc56775c
a98-01.bin|0x00000|0x10000|0xf3033dca
a98-02.bin|0x20000|0x10000|0xf2d17b0c
a98-03.bin|0x40000|0x10000|0x1a519b0a
a98-04.bin|0x60000|0x10000|0xb64501a1
a98-05.bin|0x80000|0x10000|0x45c36963
a98-06.bin|0xa0000|0x10000|0xe075341b
a98-07.bin|0xc0000|0x10000|0x8e16cd81
a98-08.bin|0xe0000|0x10000|0xbfa7609a
a98-13.bpr|0x0000|0x200|0x7cde2da5  /* hi bytes */
a98-12.bpr|0x0200|0x200|0x90dc9da7  /* lo bytes */
extrmatn|tnzs.c
9
b06-20.bin|0x00000|0x08000|0x04e3fc1f
b06-21.bin|0x20000|0x10000|0x1614d6a2  /* banked at 8000-bfff */
b06-06.bin|0x00000|0x08000|0x744f2c84
b06-01.bin|0x00000|0x20000|0xd2afbf7e
b06-02.bin|0x20000|0x20000|0xe0c2757a
b06-03.bin|0x40000|0x20000|0xee80ab9d
b06-04.bin|0x60000|0x20000|0x3697ace4
b06-09.bin|0x00000|0x200|0xf388b361  /* hi bytes */
b06-08.bin|0x00200|0x200|0x10c9aac3  /* lo bytes */
arknoid2|tnzs.c
8
b08_05.11c|0x00000|0x08000|0x136edf9d
b08_13.3e|0x00000|0x08000|0xe8035ef1
b08-01.13a|0x00000|0x20000|0x2ccc86b4
b08-02.10a|0x20000|0x20000|0x056a985f
b08-03.7a|0x40000|0x20000|0x274a795f
b08-04.4a|0x60000|0x20000|0x9754f703
b08-08.15f|0x00000|0x200|0xa4f7ebd9  /* hi bytes */
b08-07.16f|0x00200|0x200|0xea34d9f7  /* lo bytes */
arknid2u|tnzs.c
8
b08_11.11c|0x00000|0x08000|0x99555231
b08_12.3e|0x00000|0x08000|0xdc84e27d
b08-01.13a|0x00000|0x20000|0x2ccc86b4
b08-02.10a|0x20000|0x20000|0x056a985f
b08-03.7a|0x40000|0x20000|0x274a795f
b08-04.4a|0x60000|0x20000|0x9754f703
b08-08.15f|0x00000|0x200|0xa4f7ebd9  /* hi bytes */
b08-07.16f|0x00200|0x200|0xea34d9f7  /* lo bytes */
arknid2j|tnzs.c
8
b08_05.11c|0x00000|0x08000|0x136edf9d
b08_06.3e|0x00000|0x08000|0xadfcd40c
b08-01.13a|0x00000|0x20000|0x2ccc86b4
b08-02.10a|0x20000|0x20000|0x056a985f
b08-03.7a|0x40000|0x20000|0x274a795f
b08-04.4a|0x60000|0x20000|0x9754f703
b08-08.15f|0x00000|0x200|0xa4f7ebd9  /* hi bytes */
b08-07.16f|0x00200|0x200|0xea34d9f7  /* lo bytes */
drtoppel|tnzs.c
13
b19-09.bin|0x00000|0x08000|0x3e654f82
b19-10.bin|0x20000|0x10000|0x7e72fd25  /* banked at 8000-bfff */
b19-11.bin|0x00000|0x08000|0x524dc249
b19-01.bin|0x00000|0x20000|0xa7e8a0c1
b19-02.bin|0x20000|0x20000|0x790ae654
b19-03.bin|0x40000|0x20000|0x495c4c5a
b19-04.bin|0x60000|0x20000|0x647007a0
b19-05.bin|0x80000|0x20000|0x49f2b1a5
b19-06.bin|0xa0000|0x20000|0x2d39f1d0
b19-07.bin|0xc0000|0x20000|0x8bb06f41
b19-08.bin|0xe0000|0x20000|0x3584b491
b19-13.bin|0x0000|0x200|0x6a547980  /* hi bytes */
b19-12.bin|0x0200|0x200|0x5754e9d8  /* lo bytes */
kageki|tnzs.c
12
b35-16.11c|0x00000|0x08000|0xa4e6fd58  /* US ver */
b35-10.9c|0x20000|0x10000|0xb150457d
b35-17.43e|0x00000|0x08000|0xfdd9c246  /* US ver */
b35-01.13a|0x00000|0x20000|0x01d83a69
b35-02.12a|0x20000|0x20000|0xd8af47ac
b35-03.10a|0x40000|0x20000|0x3cb68797
b35-04.8a|0x60000|0x20000|0x71c03f91
b35-05.7a|0x80000|0x20000|0xa4e20c08
b35-06.5a|0xa0000|0x20000|0x3f8ab658
b35-07.4a|0xc0000|0x20000|0x1b4af049
b35-08.2a|0xe0000|0x20000|0xdeb2268c
b35-15.98g|0x00000|0x10000|0xe6212a0f  /* US ver */
kagekij|tnzs.c
12
b35-09j.11c|0x00000|0x08000|0x829637d5  /* JP ver */
b35-10.9c|0x20000|0x10000|0xb150457d
b35-11j.43e|0x00000|0x08000|0x64d093fc  /* JP ver */
b35-01.13a|0x00000|0x20000|0x01d83a69
b35-02.12a|0x20000|0x20000|0xd8af47ac
b35-03.10a|0x40000|0x20000|0x3cb68797
b35-04.8a|0x60000|0x20000|0x71c03f91
b35-05.7a|0x80000|0x20000|0xa4e20c08
b35-06.5a|0xa0000|0x20000|0x3f8ab658
b35-07.4a|0xc0000|0x20000|0x1b4af049
b35-08.2a|0xe0000|0x20000|0xdeb2268c
b35-12j.98g|0x00000|0x10000|0x184409f1  /* JP ver */
chukatai|tnzs.c
11
b44.10|0x00000|0x08000|0x8c69e008
b44.11|0x20000|0x10000|0x32484094  /* banked at 8000-bfff */
b44.12|0x00000|0x08000|0x0600ace6
b44-01.a13|0x00000|0x20000|0xaae7b3d5
b44-02.a12|0x20000|0x20000|0x7f0b9568
b44-03.a10|0x40000|0x20000|0x5a54a3b9
b44-04.a08|0x60000|0x20000|0x3c5f544b
b44-05.a07|0x80000|0x20000|0xd1b7e314
b44-06.a05|0xa0000|0x20000|0x269978a8
b44-07.a04|0xc0000|0x20000|0x3e0e737e
b44-08.a02|0xe0000|0x20000|0x6cb1e8fc
tnzs|tnzs.c
10
b53_10.32|0x00000|0x08000|0xa73745c6
b53_11.38|0x00000|0x08000|0x9784d443
b53-08.8|0x00000|0x20000|0xc3519c2a
b53-07.7|0x20000|0x20000|0x2bf199e8
b53-06.6|0x40000|0x20000|0x92f35ed9
b53-05.5|0x60000|0x20000|0xedbb9581
b53-04.4|0x80000|0x20000|0x59d2aef6
b53-03.3|0xa0000|0x20000|0x74acfb9b
b53-02.2|0xc0000|0x20000|0x095d0dc0
b53-01.1|0xe0000|0x20000|0x9800c54d
tnzsb|tnzs.c
11
nzsb5324.bin|0x00000|0x08000|0xd66824c6
nzsb5325.bin|0x00000|0x08000|0xd6ac4e71
nzsb5326.bin|0x00000|0x10000|0xcfd5649c
b53-08.8|0x00000|0x20000|0xc3519c2a
b53-07.7|0x20000|0x20000|0x2bf199e8
b53-06.6|0x40000|0x20000|0x92f35ed9
b53-05.5|0x60000|0x20000|0xedbb9581
b53-04.4|0x80000|0x20000|0x59d2aef6
b53-03.3|0xa0000|0x20000|0x74acfb9b
b53-02.2|0xc0000|0x20000|0x095d0dc0
b53-01.1|0xe0000|0x20000|0x9800c54d
tnzs2|tnzs.c
10
ns_c-11.rom|0x00000|0x08000|0x3c1dae7b
ns_e-3.rom|0x00000|0x08000|0xc7662e96
ns_a13.rom|0x00000|0x20000|0x7e0bd5bb
ns_a12.rom|0x20000|0x20000|0x95880726
ns_a10.rom|0x40000|0x20000|0x2bc4c053
ns_a08.rom|0x60000|0x20000|0x8ff8d88c
ns_a07.rom|0x80000|0x20000|0x291bcaca
ns_a05.rom|0xa0000|0x20000|0x6e762e20
ns_a04.rom|0xc0000|0x20000|0xe1fd1b9d
ns_a02.rom|0xe0000|0x20000|0x2ab06bda
insectx|tnzs.c
4
insector.u32|0x00000|0x08000|0x18eef387
insector.u38|0x00000|0x08000|0x324b28c9
insector.r15|0x00000|0x80000|0xd00294b1
insector.r16|0x80000|0x80000|0xdb5a7434
rallybik|toaplan1.c
13
b45-05.rom|0x0000|0x4000|0x10814601
b45-09.bin|0x00000|0x20000|0x1dc7b010
b45-08.bin|0x20000|0x20000|0xfab661ba
b45-07.bin|0x40000|0x20000|0xcd3748b4
b45-06.bin|0x60000|0x20000|0x144b085c
b45-11.rom|0x00000|0x10000|0x0d56e8bb
b45-10.rom|0x10000|0x10000|0xdbb7c57e
b45-12.rom|0x20000|0x10000|0xcf5aae4e
b45-13.rom|0x30000|0x10000|0x1683b07c
b45-15.bpr|0x000|0x100|0x24e7d62f  /* sprite priority control ?? */
b45-16.bpr|0x100|0x100|0xa50cef09  /* sprite priority control ?? */
b45-14.bpr|0x200|0x020|0xf72482db  /* sprite control ?? */
b45-17.bpr|0x220|0x020|0xbc88cced  /* sprite attribute (flip/position ?? */
truxton|toaplan1.c
11
b65_09.bin|0x0000|0x8000|0xf1c0f410
b65_08.bin|0x00000|0x20000|0xd2315b37
b65_07.bin|0x20000|0x20000|0xfb83252a
b65_06.bin|0x40000|0x20000|0x36cedcbe
b65_05.bin|0x60000|0x20000|0x81cd95f1
b65_04.bin|0x00000|0x20000|0x8c6ff461
b65_03.bin|0x20000|0x20000|0x58b1350b
b65_02.bin|0x40000|0x20000|0x1dd55161
b65_01.bin|0x60000|0x20000|0xe974937f
b65_12.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
b65_13.bpr|0x20|0x20|0xa1e17492  /* ??? */
hellfire|toaplan1.c
11
b90_03.2|0x0000|0x8000|0x4058fa67
b90_04.3|0x00000|0x20000|0xea6150fc
b90_05.4|0x20000|0x20000|0xbb52c507
b90_06.5|0x40000|0x20000|0xcf5b0252
b90_07.6|0x60000|0x20000|0xb98af263
b90_11.10|0x00000|0x20000|0xc33e543c
b90_10.9|0x20000|0x20000|0x35fd1092
b90_09.8|0x40000|0x20000|0xcf01009e
b90_08.7|0x60000|0x20000|0x3404a5e3
3w.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
6b.bpr|0x20|0x20|0xa1e17492  /* ??? */
hellfir1|toaplan1.c
11
b90_03x.2|0x0000|0x8000|0xf58c368f
b90_04.3|0x00000|0x20000|0xea6150fc
b90_05.4|0x20000|0x20000|0xbb52c507
b90_06.5|0x40000|0x20000|0xcf5b0252
b90_07.6|0x60000|0x20000|0xb98af263
b90_11.10|0x00000|0x20000|0xc33e543c
b90_10.9|0x20000|0x20000|0x35fd1092
b90_09.8|0x40000|0x20000|0xcf01009e
b90_08.7|0x60000|0x20000|0x3404a5e3
3w.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
6b.bpr|0x20|0x20|0xa1e17492  /* ??? */
zerowing|toaplan1.c
11
o15-13.rom|0x0000|0x8000|0xe7b72383
o15-05.rom|0x00000|0x20000|0x4e5dd246
o15-06.rom|0x20000|0x20000|0xc8c6d428
o15-07.rom|0x40000|0x20000|0xefc40e99
o15-08.rom|0x60000|0x20000|0x1b019eab
o15-03.rom|0x00000|0x20000|0x7f245fd3
o15-04.rom|0x20000|0x20000|0x0b1a1289
o15-01.rom|0x40000|0x20000|0x70570e43
o15-02.rom|0x60000|0x20000|0x724b487f
tp015_14.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp015_15.bpr|0x20|0x20|0xa1e17492  /* ??? */
demonwld|toaplan1.c
11
rom11.v2|0x0000|0x8000|0xdbe08c85
rom05|0x00000|0x20000|0x6506c982
rom07|0x20000|0x20000|0xa3a0d993
rom06|0x40000|0x20000|0x4fc5e5f3
rom08|0x60000|0x20000|0xeb53ab09
rom01|0x00000|0x20000|0x1b3724e9
rom02|0x20000|0x20000|0x7b20a44d
rom03|0x40000|0x20000|0x2cacdcd0
rom04|0x60000|0x20000|0x76fd3201
prom12.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
prom13.bpr|0x20|0x20|0xa1e17492  /* ??? */
demonwl1|toaplan1.c
11
rom11|0x0000|0x8000|0x397eca1b
rom05|0x00000|0x20000|0x6506c982
rom07|0x20000|0x20000|0xa3a0d993
rom06|0x40000|0x20000|0x4fc5e5f3
rom08|0x60000|0x20000|0xeb53ab09
rom01|0x00000|0x20000|0x1b3724e9
rom02|0x20000|0x20000|0x7b20a44d
rom03|0x40000|0x20000|0x2cacdcd0
rom04|0x60000|0x20000|0x76fd3201
prom12.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
prom13.bpr|0x20|0x20|0xa1e17492  /* ??? */
samesame|toaplan1.c
11
hd647180.017|0x00000|0x08000|0x00000000
o17_05.bin|0x00000|0x20000|0x565315f8
o17_06.bin|0x20000|0x20000|0x95262d4c
o17_07.bin|0x40000|0x20000|0x4c4b735c
o17_08.bin|0x60000|0x20000|0x95c6586c
o17_01.bin|0x00000|0x20000|0xea12e491
o17_02.bin|0x20000|0x20000|0x32a13a9f
o17_03.bin|0x40000|0x20000|0x68723dc9
o17_04.bin|0x60000|0x20000|0xfe0ecb13
tp017_13.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp017_14.bpr|0x20|0x20|0xa1e17492  /* ??? */
samesam2|toaplan1.c
11
hd647180.017|0x00000|0x08000|0x00000000
o17_05.bin|0x00000|0x20000|0x565315f8
o17_06.bin|0x20000|0x20000|0x95262d4c
o17_07.bin|0x40000|0x20000|0x4c4b735c
o17_08.bin|0x60000|0x20000|0x95c6586c
o17_01.bin|0x00000|0x20000|0xea12e491
o17_02.bin|0x20000|0x20000|0x32a13a9f
o17_03.bin|0x40000|0x20000|0x68723dc9
o17_04.bin|0x60000|0x20000|0xfe0ecb13
tp017_13.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp017_14.bpr|0x20|0x20|0xa1e17492  /* ??? */
fireshrk|toaplan1.c
11
hd647180.017|0x00000|0x08000|0x00000000
o17_05.bin|0x00000|0x20000|0x565315f8
o17_06.bin|0x20000|0x20000|0x95262d4c
o17_07.bin|0x40000|0x20000|0x4c4b735c
o17_08.bin|0x60000|0x20000|0x95c6586c
o17_01.bin|0x00000|0x20000|0xea12e491
o17_02.bin|0x20000|0x20000|0x32a13a9f
o17_03.bin|0x40000|0x20000|0x68723dc9
o17_04.bin|0x60000|0x20000|0xfe0ecb13
tp017_13.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp017_14.bpr|0x20|0x20|0xa1e17492  /* ??? */
outzone|toaplan1.c
9
rom9.bin|0x0000|0x8000|0x73d8e235
rom5.bin|0x00000|0x80000|0xc64ec7b6
rom6.bin|0x80000|0x80000|0x64b6c5ac
rom2.bin|0x00000|0x20000|0x6bb72d16
rom1.bin|0x20000|0x20000|0x0934782d
rom3.bin|0x40000|0x20000|0xec903c07
rom4.bin|0x60000|0x20000|0x50cbf1a8
tp018_10.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp018_11.bpr|0x20|0x20|0xa1e17492  /* ??? */
outzonea|toaplan1.c
9
rom9.bin|0x0000|0x8000|0x73d8e235
rom5.bin|0x00000|0x80000|0xc64ec7b6
rom6.bin|0x80000|0x80000|0x64b6c5ac
rom2.bin|0x00000|0x20000|0x6bb72d16
rom1.bin|0x20000|0x20000|0x0934782d
rom3.bin|0x40000|0x20000|0xec903c07
rom4.bin|0x60000|0x20000|0x50cbf1a8
tp018_10.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp018_11.bpr|0x20|0x20|0xa1e17492  /* ??? */
vimana|toaplan1.c
9
hd647180.019|0x00000|0x08000|0x00000000
vim6.bin|0x00000|0x20000|0x2886878d
vim5.bin|0x20000|0x20000|0x61a63d7a
vim4.bin|0x40000|0x20000|0xb0515768
vim3.bin|0x60000|0x20000|0x0b539131
vim1.bin|0x00000|0x80000|0xcdde26cd
vim2.bin|0x80000|0x80000|0x1dbfc118
tp019-09.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp019-10.bpr|0x20|0x20|0xa1e17492  /* ??? */
vimana1|toaplan1.c
9
hd647180.019|0x00000|0x08000|0x00000000
vim6.bin|0x00000|0x20000|0x2886878d
vim5.bin|0x20000|0x20000|0x61a63d7a
vim4.bin|0x40000|0x20000|0xb0515768
vim3.bin|0x60000|0x20000|0x0b539131
vim1.bin|0x00000|0x80000|0xcdde26cd
vim2.bin|0x80000|0x80000|0x1dbfc118
tp019-09.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp019-10.bpr|0x20|0x20|0xa1e17492  /* ??? */
vimanan|toaplan1.c
9
hd647180.019|0x00000|0x08000|0x00000000
vim6.bin|0x00000|0x20000|0x2886878d
vim5.bin|0x20000|0x20000|0x61a63d7a
vim4.bin|0x40000|0x20000|0xb0515768
vim3.bin|0x60000|0x20000|0x0b539131
vim1.bin|0x00000|0x80000|0xcdde26cd
vim2.bin|0x80000|0x80000|0x1dbfc118
tp019-09.bpr|0x00|0x20|0xbc88cced  /* sprite attribute (flip/position ?? */
tp019-10.bpr|0x20|0x20|0xa1e17492  /* ??? */
tekipaki|toaplan2.c
3
hd647180.020|0x00000|0x08000|0x00000000
tp020-4.bin|0x000000|0x080000|0x3ebbe41e
tp020-3.bin|0x080000|0x080000|0x2d5e2201
ghox|toaplan2.c
3
hd647180.021|0x00000|0x08000|0x00000000
tp021-03.u36|0x000000|0x080000|0xa15d8e9d
tp021-04.u37|0x080000|0x080000|0x26ed1c9a
dogyuun|toaplan2.c
1
tp022_2.w30|0x00000|0x40000|0x043271b3
kbash|toaplan2.c
6
kbash02.bin|0x80000|0x08000|0x4cd882a1
kbash03.bin|0x000000|0x200000|0x32ad508b
kbash05.bin|0x200000|0x200000|0xb84c90eb
kbash04.bin|0x400000|0x200000|0xe493c077
kbash06.bin|0x600000|0x200000|0x9084b50a
kbash07.bin|0x00000|0x40000|0x3732318f
truxton2|toaplan2.c
3
tp024_4.bin|0x000000|0x100000|0x805c449e
tp024_3.bin|0x100000|0x100000|0x47587164
tp024_2.bin|0x00000|0x80000|0xf2f6cae4
pipibibs|toaplan2.c
3
tp025-5.bin|0x0000|0x8000|0xbf8ffde5
tp025-4.bin|0x000000|0x100000|0xab97f744
tp025-3.bin|0x100000|0x100000|0x7b16101e
whoopee|toaplan2.c
3
hd647180.025|0x00000|0x08000|BADCRC( 0x101c0358
tp025-4.bin|0x000000|0x100000|0xab97f744
tp025-3.bin|0x100000|0x100000|0x7b16101e
pipibibi|toaplan2.c
2
ppbb08.bin|0x0000|0x8000|0x101c0358
ppbb07.bin|0x0000|0x8000|0x456dd16e
fixeight|toaplan2.c
4
tp-026-3|0x000000|0x200000|0xe5578d98
tp-026-4|0x200000|0x200000|0xb760cb53
tp-026-2|0x00000|0x40000|0x85063f1f
93c45.u21|0x00|0x80|0x40d75df0
grindstm|toaplan2.c
2
tp027_02.bin|0x000000|0x100000|0x877b45e8
tp027_03.bin|0x100000|0x100000|0xb1fc6362
grindsta|toaplan2.c
2
tp027_02.bin|0x000000|0x100000|0x877b45e8
tp027_03.bin|0x100000|0x100000|0xb1fc6362
vfive|toaplan2.c
2
tp027_02.bin|0x000000|0x100000|0x877b45e8
tp027_03.bin|0x100000|0x100000|0xb1fc6362
batsugun|toaplan2.c
7
tp030_3l.bin|0x000000|0x100000|0x3024b793
tp030_3h.bin|0x100000|0x100000|0xed75730b
tp030_4l.bin|0x200000|0x100000|0xfedb9861
tp030_4h.bin|0x300000|0x100000|0xd482948b
tp030_5.bin|0x000000|0x100000|0xbcf5ba05
tp030_6.bin|0x100000|0x100000|0x0666fecd
tp030_2.bin|0x00000|0x40000|0x276146f5
batugnsp|toaplan2.c
7
tp030_3l.bin|0x000000|0x100000|0x3024b793
tp030_3h.bin|0x100000|0x100000|0xed75730b
tp030_4l.bin|0x200000|0x100000|0xfedb9861
tp030_4h.bin|0x300000|0x100000|0xd482948b
tp030_5.bin|0x000000|0x100000|0xbcf5ba05
tp030_6.bin|0x100000|0x100000|0x0666fecd
tp030_2.bin|0x00000|0x40000|0x276146f5
snowbro2|toaplan2.c
5
rom2-l|0x000000|0x100000|0xe9d366a9
rom2-h|0x100000|0x080000|0x9aab7a62
rom3-l|0x180000|0x100000|0xeb06e332
rom3-h|0x280000|0x080000|0xdf4a952a
rom4|0x00000|0x80000|0x638f341e
mahoudai|toaplan2.c
5
ra_ma_01.02|0x00000|0x10000|0xeabfa46d
ra_ma_01.03|0x000000|0x100000|0x54e2bd95
ra_ma_01.04|0x100000|0x100000|0x21cd378f
ra_ma_01.05|0x000000|0x008000|0xc00d1e80
ra_ma_01.06|0x00000|0x40000|0x6edb2ab8
shippumd|toaplan2.c
5
ma02rom2.bin|0x00000|0x10000|0xdde8a57e
ma02rom3.bin|0x000000|0x200000|0x0e797142
ma02rom4.bin|0x200000|0x200000|0x72a6fa53
ma02rom5.bin|0x000000|0x008000|0x116ae559
ma02rom6.bin|0x00000|0x80000|0x199e7cae
battleg|toaplan2.c
7
snd.bin|0x00000|0x08000|0x68632952
rom4.bin|0x000000|0x200000|0xb333d81f
rom3.bin|0x200000|0x200000|0x51b9ebfb
rom2.bin|0x400000|0x200000|0xb330e5e2
rom1.bin|0x600000|0x200000|0x7eafdd70
text.u81|0x00000|0x08000|0xe67fd534
rom5.bin|0x040000|0x100000|0xf6d49863
battlega|toaplan2.c
7
snd.bin|0x00000|0x08000|0x68632952
rom4.bin|0x000000|0x200000|0xb333d81f
rom3.bin|0x200000|0x200000|0x51b9ebfb
rom2.bin|0x400000|0x200000|0xb330e5e2
rom1.bin|0x600000|0x200000|0x7eafdd70
text.u81|0x00000|0x08000|0xe67fd534
rom5.bin|0x040000|0x100000|0xf6d49863
batrider|toaplan2.c
7
snd.u77|0x00000|0x08000|0x56682696
rom-1.bin|0x000000|0x400000|0x0df69ca2
rom-3.bin|0x400000|0x400000|0x60167d38
rom-2.bin|0x800000|0x400000|0x1bfea593
rom-4.bin|0xc00000|0x400000|0xbee03c94
rom-5.bin|0x040000|0x100000|0x4274daf6
rom-6.bin|0x040000|0x100000|0x2a1c2426
batridra|toaplan2.c
7
snd.u77|0x00000|0x08000|0x56682696
rom-1.bin|0x000000|0x400000|0x0df69ca2
rom-3.bin|0x400000|0x400000|0x60167d38
rom-2.bin|0x800000|0x400000|0x1bfea593
rom-4.bin|0xc00000|0x400000|0xbee03c94
rom-5.bin|0x040000|0x100000|0x4274daf6
rom-6.bin|0x040000|0x100000|0x2a1c2426
bbakraid|toaplan2.c
8
sndu0720.bin|0x00000|0x08000|0xe62ab246
gfxu0510.bin|0x000000|0x400000|0x9cca3446
gfxu0512.bin|0x400000|0x400000|0xa2a281d5
gfxu0511.bin|0x800000|0x400000|0xe16472c0
gfxu0513.bin|0xc00000|0x400000|0x8bb635a0
rom6.829|0x000000|0x400000|0x8848b4a0
rom7.830|0x400000|0x400000|0xd6224267
rom8.831|0x800000|0x400000|0xa101dfb0
bbakrada|toaplan2.c
8
sndu0720.bin|0x00000|0x08000|0xe62ab246
gfxu0510.bin|0x000000|0x400000|0x9cca3446
gfxu0512.bin|0x400000|0x400000|0xa2a281d5
gfxu0511.bin|0x800000|0x400000|0xe16472c0
gfxu0513.bin|0xc00000|0x400000|0x8bb635a0
rom6.829|0x000000|0x400000|0x8848b4a0
rom7.830|0x400000|0x400000|0xd6224267
rom8.831|0x800000|0x400000|0xa101dfb0
tokij|toki.c
9
tokijp.008|0x00000|0x02000|0x6c87c4c5  /* encrypted */
tokijp.007|0x10000|0x10000|0xa67969c4  /* banked stuff */
tokijp.001|0x000000|0x10000|0x8aa964a2   /* chars */
tokijp.002|0x010000|0x10000|0x86e87e48
toki.ob1|0x000000|0x80000|0xa27a80ba   /* sprites */
toki.ob2|0x080000|0x80000|0xfa687718
toki.bk1|0x000000|0x80000|0xfdaa5f4b   /* tiles 1 */
toki.bk2|0x000000|0x80000|0xd86ac664   /* tiles 2 */
tokijp.009|0x00000|0x20000|0xae7a6b8b
tokia|toki.c
9
tokijp.008|0x00000|0x02000|0x6c87c4c5  /* encrypted */
tokijp.007|0x10000|0x10000|0xa67969c4  /* banked stuff */
tokijp.001|0x000000|0x10000|0x8aa964a2   /* chars */
tokijp.002|0x010000|0x10000|0x86e87e48
toki.ob1|0x000000|0x80000|0xa27a80ba   /* sprites */
toki.ob2|0x080000|0x80000|0xfa687718
toki.bk1|0x000000|0x80000|0xfdaa5f4b   /* tiles 1 */
toki.bk2|0x000000|0x80000|0xd86ac664   /* tiles 2 */
tokijp.009|0x00000|0x20000|0xae7a6b8b
toki|toki.c
9
tokijp.008|0x00000|0x02000|0x6c87c4c5  /* encrypted */
tokijp.007|0x10000|0x10000|0xa67969c4  /* banked stuff */
tokijp.001|0x000000|0x10000|0x8aa964a2   /* chars */
tokijp.002|0x010000|0x10000|0x86e87e48
toki.ob1|0x000000|0x80000|0xa27a80ba   /* sprites */
toki.ob2|0x080000|0x80000|0xfa687718
toki.bk1|0x000000|0x80000|0xfdaa5f4b   /* tiles 1 */
toki.bk2|0x000000|0x80000|0xd86ac664   /* tiles 2 */
tokijp.009|0x00000|0x20000|0xae7a6b8b
tokiu|toki.c
9
tokijp.008|0x00000|0x02000|0x6c87c4c5  /* encrypted */
tokijp.007|0x10000|0x10000|0xa67969c4  /* banked stuff */
tokijp.001|0x000000|0x10000|0x8aa964a2   /* chars */
tokijp.002|0x010000|0x10000|0x86e87e48
toki.ob1|0x000000|0x80000|0xa27a80ba   /* sprites */
toki.ob2|0x080000|0x80000|0xfa687718
toki.bk1|0x000000|0x80000|0xfdaa5f4b   /* tiles 1 */
toki.bk2|0x000000|0x80000|0xd86ac664   /* tiles 2 */
tokijp.009|0x00000|0x20000|0xae7a6b8b
tokib|toki.c
29
toki.e1|0x00000|0x8000|0x2832ef75
toki.e21|0x000000|0x08000|0xbb8cacbd   /* chars */
toki.e13|0x008000|0x08000|0x052ad275
toki.e22|0x010000|0x08000|0x04dcdc21
toki.e7|0x018000|0x08000|0x70729106
toki.e26|0x000000|0x20000|0xa8ba71fc   /* sprites */
toki.e28|0x020000|0x20000|0x29784948
toki.e34|0x040000|0x20000|0xe5f6e19b
toki.e36|0x060000|0x20000|0x96e8db8b
toki.e30|0x080000|0x20000|0x770d2b1b
toki.e32|0x0a0000|0x20000|0xc289d246
toki.e38|0x0c0000|0x20000|0x87f4e7fb
toki.e40|0x0e0000|0x20000|0x96e87350
